Time,Emotion,Confidence,Details
2024-08-23 07:56:11,neutral,0.79,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.08, 'surprise': 0.01, 'neutral': 0.79}"
2024-08-23 07:56:11,sad,0.56,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.27, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,sad,0.48,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.31, 'sad': 0.48, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:11,neutral,0.59,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.03, 'neutral': 0.59}"
2024-08-23 07:56:11,sad,0.52,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.31, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,sad,0.52,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.31, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,sad,0.52,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.31, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,sad,0.69,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.12, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,neutral,0.37,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.04, 'sad': 0.31, 'surprise': 0.04, 'neutral': 0.37}"
2024-08-23 07:56:11,sad,0.69,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.12, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:11,neutral,0.37,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.04, 'sad': 0.31, 'surprise': 0.04, 'neutral': 0.37}"
2024-08-23 07:56:12,sad,0.68,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.14, 'sad': 0.68, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:12,neutral,0.62,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.13, 'sad': 0.12, 'surprise': 0.02, 'neutral': 0.62}"
2024-08-23 07:56:12,sad,0.55,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.27, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:12,sad,0.55,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.27, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:12,sad,0.71,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.11, 'sad': 0.71, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:56:12,neutral,0.59,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.11, 'surprise': 0.04, 'neutral': 0.59}"
2024-08-23 07:56:12,sad,0.58,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.27, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:12,neutral,0.37,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.25, 'neutral': 0.37}"
2024-08-23 07:56:12,sad,0.58,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.27, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:12,neutral,0.37,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.25, 'neutral': 0.37}"
2024-08-23 07:56:12,sad,0.44,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.39, 'sad': 0.44, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:12,sad,0.44,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.39, 'sad': 0.44, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:12,sad,0.69,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.11, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:12,sad,0.69,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.11, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:12,happy,0.93,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.93, 'sad': 0.0, 'surprise': 0.01, 'neutral': 0.05}"
2024-08-23 07:56:12,happy,0.94,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.94, 'sad': 0.0, 'surprise': 0.02, 'neutral': 0.02}"
2024-08-23 07:56:13,sad,0.57,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.28, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:13,sad,0.51,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.27, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:13,sad,0.56,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.23, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:13,sad,0.6,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.16, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:13,sad,0.51,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.22, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:13,sad,0.53,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.28, 'sad': 0.53, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:13,sad,0.5,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.31, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:13,sad,0.52,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.25, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:13,sad,0.48,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.29, 'sad': 0.48, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:13,happy,0.4,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.4, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:13,sad,0.47,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.23, 'sad': 0.47, 'surprise': 0.0, 'neutral': 0.14}"
2024-08-23 07:56:13,sad,0.5,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.27, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:13,happy,0.42,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.42, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:13,sad,0.46,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.32, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:13,sad,0.5,"{'angry': 0.07, 'disgust': 0.01, 'fear': 0.07, 'happy': 0.27, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:13,neutral,0.34,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.25, 'sad': 0.08, 'surprise': 0.19, 'neutral': 0.34}"
2024-08-23 07:56:14,sad,0.6,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.21, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:14,sad,0.6,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.17, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:14,sad,0.62,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.15, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:14,sad,0.54,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.2, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:14,sad,0.64,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.17, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:14,sad,0.48,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.27, 'sad': 0.48, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:14,surprise,0.3,"{'angry': 0.16, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.25, 'surprise': 0.3, 'neutral': 0.16}"
2024-08-23 07:56:14,sad,0.66,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.12, 'sad': 0.66, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:14,sad,0.63,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.13, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:14,sad,0.6,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.17, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:14,sad,0.62,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.14, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:14,sad,0.62,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.12, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:14,angry,0.6,"{'angry': 0.6, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:56:14,sad,0.58,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.16, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:14,angry,0.59,"{'angry': 0.59, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.03, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:14,sad,0.71,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.09, 'sad': 0.71, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:14,angry,0.7,"{'angry': 0.7, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.03, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:56:14,sad,0.64,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.15, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,angry,0.7,"{'angry': 0.7, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.03, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:56:15,sad,0.64,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.15, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,sad,0.67,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.12, 'sad': 0.67, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,sad,0.67,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.12, 'sad': 0.67, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,sad,0.54,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.18, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:15,sad,0.63,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.14, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,sad,0.65,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.13, 'sad': 0.65, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:15,sad,0.54,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.23, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:15,sad,0.5,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.26, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:15,sad,0.6,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.15, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:15,sad,0.56,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.21, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:56:15,sad,0.58,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.17, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:56:15,happy,0.41,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.41, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:56:15,sad,0.48,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.29, 'sad': 0.48, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:56:15,sad,0.46,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.32, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.12}"
2024-08-23 07:56:15,happy,0.42,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.42, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.15}"
2024-08-23 07:56:16,sad,0.45,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.27, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.17}"
2024-08-23 07:56:16,sad,0.45,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.27, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.17}"
2024-08-23 07:56:16,sad,0.45,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.27, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.17}"
2024-08-23 07:56:16,happy,0.46,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.46, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.13}"
2024-08-23 07:56:16,happy,0.4,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.4, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.16}"
2024-08-23 07:56:16,sad,0.43,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.31, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.15}"
2024-08-23 07:56:16,sad,0.5,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.24, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:16,sad,0.44,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.33, 'sad': 0.44, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:16,sad,0.39,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.34, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.16}"
2024-08-23 07:56:16,sad,0.51,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.24, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.15}"
2024-08-23 07:56:16,sad,0.53,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.22, 'sad': 0.53, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:16,sad,0.52,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.21, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.11}"
2024-08-23 07:56:16,sad,0.54,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.22, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:16,sad,0.52,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.28, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:17,sad,0.52,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.28, 'sad': 0.52, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:17,sad,0.63,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.16, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:17,sad,0.4,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.02, 'sad': 0.4, 'surprise': 0.06, 'neutral': 0.16}"
2024-08-23 07:56:17,sad,0.59,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.17, 'sad': 0.59, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:56:17,neutral,0.74,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.04, 'sad': 0.1, 'surprise': 0.04, 'neutral': 0.74}"
2024-08-23 07:56:17,sad,0.58,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.23, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:17,neutral,0.34,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.32, 'surprise': 0.09, 'neutral': 0.34}"
2024-08-23 07:56:17,sad,0.38,"{'angry': 0.23, 'disgust': 0.01, 'fear': 0.16, 'happy': 0.13, 'sad': 0.38, 'surprise': 0.03, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.6,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.2, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:17,sad,0.56,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.25, 'sad': 0.56, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:17,sad,0.63,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.17, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.63,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.17, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.69,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.14, 'sad': 0.69, 'surprise': 0.0, 'neutral': 0.04}"
2024-08-23 07:56:17,sad,0.67,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.14, 'sad': 0.67, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.71,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.1, 'sad': 0.71, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.36,"{'angry': 0.25, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.09, 'sad': 0.36, 'surprise': 0.05, 'neutral': 0.2}"
2024-08-23 07:56:17,sad,0.58,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.18, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.54,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.03, 'sad': 0.54, 'surprise': 0.04, 'neutral': 0.17}"
2024-08-23 07:56:17,sad,0.54,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.24, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:17,sad,0.37,"{'angry': 0.17, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.03, 'sad': 0.37, 'surprise': 0.07, 'neutral': 0.32}"
2024-08-23 07:56:17,sad,0.66,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.12, 'sad': 0.66, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:17,sad,0.36,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.36, 'surprise': 0.07, 'neutral': 0.33}"
2024-08-23 07:56:17,sad,0.64,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.13, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:17,sad,0.38,"{'angry': 0.15, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.38, 'surprise': 0.06, 'neutral': 0.34}"
2024-08-23 07:56:18,sad,0.54,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.28, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:18,sad,0.39,"{'angry': 0.29, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.39, 'surprise': 0.03, 'neutral': 0.22}"
2024-08-23 07:56:18,sad,0.57,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.23, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.05}"
2024-08-23 07:56:18,neutral,0.5,"{'angry': 0.18, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.04, 'sad': 0.22, 'surprise': 0.03, 'neutral': 0.5}"
2024-08-23 07:56:18,sad,0.55,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.25, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:18,neutral,0.41,"{'angry': 0.23, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.41}"
2024-08-23 07:56:18,sad,0.55,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.25, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:18,neutral,0.41,"{'angry': 0.23, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.41}"
2024-08-23 07:56:18,sad,0.47,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.32, 'sad': 0.47, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:18,neutral,0.45,"{'angry': 0.32, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.16, 'surprise': 0.04, 'neutral': 0.45}"
2024-08-23 07:56:18,sad,0.5,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.25, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:18,angry,0.48,"{'angry': 0.48, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.13, 'surprise': 0.04, 'neutral': 0.33}"
2024-08-23 07:56:18,sad,0.6,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.14, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:18,neutral,0.44,"{'angry': 0.42, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.1, 'surprise': 0.02, 'neutral': 0.44}"
2024-08-23 07:56:18,sad,0.64,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.14, 'sad': 0.64, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:18,neutral,0.51,"{'angry': 0.33, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.13, 'surprise': 0.02, 'neutral': 0.51}"
2024-08-23 07:56:18,sad,0.58,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.19, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.07}"
2024-08-23 07:56:18,sad,0.58,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.21, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:18,neutral,0.45,"{'angry': 0.27, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.01, 'sad': 0.09, 'surprise': 0.04, 'neutral': 0.45}"
2024-08-23 07:56:18,sad,0.65,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.13, 'sad': 0.65, 'surprise': 0.0, 'neutral': 0.08}"
2024-08-23 07:56:18,neutral,0.51,"{'angry': 0.23, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.14, 'surprise': 0.02, 'neutral': 0.51}"
2024-08-23 07:56:18,sad,0.54,"{'angry': 0.13, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.18, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.06}"
2024-08-23 07:56:18,sad,0.54,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.2, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:56:18,neutral,0.47,"{'angry': 0.24, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.04, 'neutral': 0.47}"
2024-08-23 07:56:18,sad,0.54,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.2, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.1}"
2024-08-23 07:56:18,neutral,0.47,"{'angry': 0.24, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.04, 'neutral': 0.47}"
2024-08-23 07:56:19,happy,0.51,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.51, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.22}"
2024-08-23 07:56:19,sad,0.58,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.19, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.09}"
2024-08-23 07:56:19,happy,0.51,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.51, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.22}"
2024-08-23 07:56:19,sad,0.58,"{'angry': 0.1, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.19, 'sad': 0.58, 'surprise': 0.0, 'neutral': 0.09}"
